,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
405,Audi Q5 2.0 AMT,2009,I,167000,4+,2.0 TFSI quattro S tronic,2.0,0,Робот,Полный,Внедорожник,Белый,другое,ниже,4,7,2,Свиблово:6–10 мин.;Ботанический сад:11–15 мин.;Ростокино:21–30 мин.,Оригинал,1095000,211,13.90626583447433
406,Hyundai Sonata 2.4 AT,2013,VI,180000,1,2.4 AT,2.4,0,Автомат,Передний,Седан,Белый,Не интересует,выше,1,5,2,Строгино:21–30 мин.;Мякинино:от 31 мин.;Спартак:от 31 мин.,Электронный,1090000,201,13.901689171636098
407,Nissan Teana 2.5 CVT,2008,J32,180000,4+,2.5 CVT,2.5,0,Вариатор,Передний,Седан,Чёрный,Не интересует,соответствует,5,36,3,Щёлковская:11–15 мин.;Первомайская:21–30 мин.;Измайловская:от 31 мин.,Оригинал,850000,182,13.652992804936394
408,Audi Q5 2.0 AT,2011,I,175000,2,2.0 TFSI quattro Tiptronic,2.0,0,Автомат,Полный,Внедорожник,Серебряный,Не интересует,выше,2,3,2,Строгино:6–10 мин.;Мякинино:21–30 мин.;Спартак:от 31 мин.,Оригинал,1750000,211,14.375126917328105
409,Hyundai Tucson 2.0 AT,2017,III,119000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,12,1,Южная:6–10 мин.;Пражская:6–10 мин.;Улица академика Янгеля:от 31 мин.,Другое,1530000,150,14.240778946963175
410,Volkswagen Passat 2.0 AT,2007,B6,257000,1,2.0 FSI AT,2.0,0,Автомат,Передний,Седан,Серебряный,Не интересует,выше,1,5,2,Алма-Атинская:6–10 мин.;Борисово:16–20 мин.;Марьино:21–30 мин.,Оригинал,720000,150,13.487007879880162
411,Volvo XC60 2.4 AT,2017,I рестайлинг,185000,1,2.4 D4 4WD AT,2.4,1,Автомат,Полный,Внедорожник,Коричневый,Возможен,выше,1,5,1,Южная:6–10 мин.;Пражская:11–15 мин.;Чертановская:от 31 мин.,Оригинал,2400000,190,14.690979711984752
412,Land Rover Range Rover Velar 2.0 AT,2020,I,45000,1,D240 2.0 AT,2.0,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,нет оценки,2,5,2,Домодедовская:11–15 мин.;Орехово:16–20 мин.;Красногвардейская:21–30 мин.,Электронный,4695000,240,15.362008883617024
413,Kia Rio 1.6 MT,2013,III,23848,1,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Красный,Не интересует,нет оценки,2,1,2,Бабушкинская:до 5 мин.;Медведково:21–30 мин.;Свиблово:21–30 мин.,Оригинал,900000,123,13.710151153416941
414,Volkswagen Passat 2.0 AT,2007,B6,240000,3,2.0 FSI AT,2.0,0,Автомат,Передний,Седан,Бежевый,Не интересует,выше,3,2,1,Молодёжная:6–10 мин.;Крылатское:21–30 мин.;Кунцевская:от 31 мин.,Оригинал,740000,150,13.51440681653079
415,Kia Optima 2.0 AT,2019,IV рестайлинг,360000,1,2.0 MPI AT,2.0,0,Автомат,Передний,Седан,Белый,Не интересует,выше,1,1,2,Бабушкинская:16–20 мин.;Свиблово:16–20 мин.;Ростокино:от 31 мин.,Оригинал,1260000,150,14.04662307257814
416,Opel Astra 1.6 AT,2012,J,143873,3,1.6 Turbo AT,1.6,0,Автомат,Передний,Хэтчбек,Серый,Не интересует,выше,3,31,1,Молодёжная:от 31 мин.;Кунцевская:от 31 мин.;Давыдково:от 31 мин.,Оригинал,890000,180,13.698977865303197
417,Dodge Caravan 2.4 AT,2003,IV,177000,4+,2.4 AT,2.4,0,Автомат,Передний,Minivan,Серебряный,Не интересует,выше,4,5,1,Молодёжная:от 31 мин.;Кунцевская:от 31 мин.;Крылатское:от 31 мин.,Оригинал,580000,150,13.270785106659048
418,Hyundai Solaris 1.4 MT,2017,II,170000,2,1.4 MT,1.4,0,Механика,Передний,Седан,Белый,Не интересует,нет оценки,2,3,2,Славянский бульвар:6–10 мин.;Пионерская:16–20 мин.;Кунцевская:16–20 мин.,Оригинал,660000,100,13.399996629152977
419,Honda CR-V 2.0 AT,2013,IV,134000,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,2,2,1,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1595000,150,14.282384921160132
420,BMW 5 серия 2.5 MT,2001,E39 рестайлинг,323000,4+,525i 2.5 MT,2.5,0,Механика,Задний,Седан,Чёрный,Не интересует,выше,9,5,4,Строгино:11–15 мин.;Спартак:от 31 мин.;Тушинская:от 31 мин.,Дубликат,630000,192,13.353476685668042
421,Opel Zafira 2.2 MT,2005,A рестайлинг,301241,4+,2.2 DTI MT,2.2,1,Механика,Передний,Minivan,Чёрный,Возможен,ниже,5,12,3,Котельники:21–30 мин.;Жулебино:от 31 мин.,Оригинал,320000,125,12.676079399771027
422,BMW 7 серия 4.4 AT,2009,F01/F02,163468,4+,750Li 4.4 AT,4.4,0,Автомат,Задний,Седан,Чёрный,Возможен,соответствует,4,1,3,Селигерская:до 5 мин.;Верхние Лихоборы:11–15 мин.;Яхромская:16–20 мин.,Оригинал,1220000,407,14.014362236381235
423,Chevrolet Captiva 3.2 AT,2007,I,277145,4+,3.2 4WD AT,3.2,0,Автомат,Полный,Внедорожник,Серебряный,Не интересует,соответствует,6,5,2,Говорово:до 5 мин.;Озёрная:21–30 мин.;Солнцево:21–30 мин.,Дубликат,700000,230,13.458837042595949
424,Mazda 6 2.0 AT,2014,GJ,151300,4+,2.0 AT,2.0,0,Автомат,Передний,Седан,Белый,другое,ниже,6,3,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1190000,150,13.989464705423494
425,Mitsubishi Galant 2.4 AT,2000,VIII рестайлинг,200000,4+,2.4 AT,2.4,0,Автомат,Передний,Седан,Серебряный,Не интересует,соответствует,13,6,11,Фонвизинская:11–15 мин.;Окружная:16–20 мин.;Петровско-Разумовская:21–30 мин.,Дубликат,260000,144,12.468440756144114
426,Mazda CX-9 2.5 AT,2020,II,36500,1,2.5 4WD AT,2.5,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,нет оценки,2,5,2,Аннино:до 5 мин.;Лесопарковая:16–20 мин.;Улица академика Янгеля:16–20 мин.,Электронный,3690000,231,15.121137287019383
427,ГАЗ ГАЗель 3302 2.8 MT,2012,II,117000,1,2.8 D MT,2.8,1,Механика,Задний,Van,Синий,Не интересует,выше,1,5,2,Лухмановская:до 5 мин.;Улица Дмитриевского:11–15 мин.;Некрасовка:21–30 мин.,Оригинал,1275000,120,14.058457520888082
428,Hyundai ix35 2.0 AT,2012,I,193230,1,2.0 AT,2.0,0,Автомат,Передний,Внедорожник,Серый,Не интересует,соответствует,2,11,2,Семёновская:до 5 мин.;Электрозаводская:6–10 мин.;Преображенская площадь:11–15 мин.,Оригинал,1250000,150,14.038654909278163
429,Peugeot Partner 1.4 MT,2010,I рестайлинг,190000,1,1.4 MT,1.4,0,Механика,Передний,Minivan,Зелёный,Не интересует,ниже,1,5,2,Алтуфьево:16–20 мин.;Бибирево:21–30 мин.;Медведково:от 31 мин.,Оригинал,250000,75,12.429220196836384
430,ВАЗ (LADA) Largus 1.6 MT,2019,I,48693,1,1.6 MT,1.6,0,Механика,Передний,Универсал,Синий,другое,ниже,2,5,1,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,785000,106,13.573440270649085
431,Chevrolet Lacetti 1.6 MT,2007,I,230000,3,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Синий,Не интересует,выше,3,10,8,Кленовый бульвар:16–20 мин.;Коломенская:16–20 мин.;Нагатинский затон:21–30 мин.,Оригинал,435000,109,12.983103608918753
432,Rolls-Royce Phantom 6.8 AT,2004,VII,73364,4+,6.8 AT,6.8,0,Автомат,Задний,Седан,Синий,другое,нет оценки,12,1,1,Охотный ряд:до 5 мин.;Театральная:до 5 мин.;Площадь революции:до 5 мин.,Дубликат,11700000,460,16.27509948523807
433,Nissan Teana 2.5 CVT,2015,L33,132000,3,2.5 CVT,2.5,0,Вариатор,Передний,Седан,Белый,другое,соответствует,3,1,1,Свиблово:6–10 мин.;Ботанический сад:11–15 мин.;Ростокино:21–30 мин.,Оригинал,1150000,173,13.955273369904273
434,Kia Rio 1.6 AT,2015,III рестайлинг,275000,3,1.6 AT,1.6,0,Автомат,Передний,Седан,Серебряный,Не интересует,выше,2,4,2,Щёлковская:до 5 мин.;Первомайская:21–30 мин.;Измайловская:от 31 мин.,Оригинал,800000,123,13.592368256649282
435,Kia Rio 1.6 AT,2012,III,182600,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Не интересует,выше,2,5,2,Новопеределкино:до 5 мин.;Боровское шоссе:11–15 мин.;Рассказовка:16–20 мин.,Оригинал,937000,123,13.75043962845585
436,Toyota Camry 3.5 AT,2017,XV50 рестайлинг 2,112151,1,3.5 V6 AT,3.5,0,Автомат,Передний,Седан,Чёрный,Возможен,ниже,1,15,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,2099000,249,14.556972075219997
437,Opel Astra 1.8 AT,2004,G,330000,4+,1.8 AT,1.8,0,Автомат,Передний,Универсал,Серебряный,Возможен,нет оценки,8,5,1,Саларьево:до 5 мин.;Румянцево:от 31 мин.;Филатов луг:от 31 мин.,Оригинал,345000,125,12.751302594560022
438,Volkswagen Passat CC 1.8 AMT,2011,B6,183905,4+,1.8 TSI DSG,1.8,0,Робот,Передний,Седан,Белый,другое,ниже,10,5,10,Алтуфьево:от 31 мин.;Бибирево:от 31 мин.;Медведково:от 31 мин.,Другое,794900,152,13.58597285758029
439,Opel Vectra 1.8 MT,1999,B рестайлинг,169000,3,1.8 MT,1.8,0,Механика,Передний,Седан,Синий,Не интересует,ниже,2,5,1,Тушинская:21–30 мин.;Сходненская:21–30 мин.;Волоколамская:от 31 мин.,Оригинал,150000,125,11.918397239722838
440,Mitsubishi Lancer 1.6 MT,2007,IX рестайлинг,162300,4+,1.6 MT,1.6,0,Механика,Передний,Седан,Серый,Не интересует,соответствует,5,1,6,Боровское шоссе:до 5 мин.;Новопеределкино:11–15 мин.;Солнцево:21–30 мин.,Оригинал,365000,98,12.807655372286904
441,Hyundai Tucson 2.0 AT,2018,III рестайлинг,131000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Серый,другое,ниже,1,4,2,Тульская:до 5 мин.;Шаболовская:21–30 мин.;Верхние котлы:21–30 мин.,Оригинал,1449000,150,14.186384911433706
442,Land Rover Range Rover Velar 2.0 AT,2019,I,88000,1,D180 2.0 AT,2.0,1,Автомат,Полный,Внедорожник,Серый,Не интересует,нет оценки,2,5,2,Домодедовская:11–15 мин.;Орехово:16–20 мин.;Красногвардейская:21–30 мин.,Электронный,4395000,180,15.295978316632674
443,Kia Optima 2.0 AT,2019,IV рестайлинг,179332,2,2.0 MPI AT,2.0,0,Автомат,Передний,Седан,Чёрный,другое,выше,2,5,2,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Оригинал,1665000,150,14.325336281997101
444,Mazda Tribute 3.0 AT,2001,I,220000,3,3.0 4WD AT,3.0,0,Автомат,Полный,Внедорожник,Красный,Не интересует,выше,3,5,1,Кантемировская:21–30 мин.;Царицыно:от 31 мин.;Орехово:от 31 мин.,Оригинал,655000,203,13.392392041333782
445,Kia Sportage 2.0 AT,2013,III,208500,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,выше,2,5,1,Молодёжная:6–10 мин.;Крылатское:21–30 мин.;Кунцевская:от 31 мин.,Оригинал,1500000,150,14.220976332738882
