,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
127,Kia Sportage 2.0 AT,2015,III рестайлинг,72675,7.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,ниже,0,2,2,1,Оригинал,970500,150
128,Acura MDX 3.5 AT,2002,I,223000,7.0,4+,3.5 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,другое,соответствует,0,4,5,2,Оригинал,665000,240
129,Toyota Land Cruiser 4.5 AT,2010,200,187000,11.0,3,4.5 D AT,4.5,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,выше,0,3,4,2,Другое,2875000,235
130,Nissan Qashqai 2.0 CVT,2018,II,55000,23.0,1,2.0 CVT,2.0,Бензин,Вариатор,Передний,Внедорожник,Белый,Левый,Возможен,ниже,1,1,14,2,Другое,1295000,144
131,ВАЗ (LADA) 2114 Samara 1.5 MT,2004,I,202600,3.0,1,1.5 MT,1.5,Бензин,Механика,Передний,Хэтчбек,Серый,Левый,Не интересует,выше,0,1,5,1,Оригинал,235000,77
132,Hyundai Solaris 1.6 AT,2016,I рестайлинг,75180,7.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,ниже,1,2,11,2,Оригинал,750000,123
133,Honda Fit 1.3 CVT,2010,GE,87000,11.267396907216495,1,1.3 CVT,1.3,Бензин,Вариатор,Передний,Хэтчбек,Чёрный,Правый,Не интересует,нет оценки,1,2,5,1,Другое,585000,100
134,Kia Cerato 1.6 MT,2007,I рестайлинг,272000,21.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серый,Левый,Не интересует,выше,1,4,8,2,Дубликат,650000,122
135,Kia Sportage 2.0 AT,2012,III,149000,10.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,2,3,1,Другое,1039000,150
136,Renault Dokker 1.5 MT,2018,I,186983,3.0,2,1.5 dCi MT,1.5,Дизель,Механика,Передний,Minivan,Серый,Левый,другое,соответствует,1,2,5,2,Оригинал,1215000,90
137,ВАЗ (LADA) 2104 1.6 MT,2007,I,33131,5.0,1,1.6 MT,1.6,Бензин,Механика,Задний,Универсал,Зелёный,Левый,Не интересует,выше,1,1,5,2,Оригинал,445000,74
138,ВАЗ (LADA) 2114 Samara 1.6 MT,2010,I,39000,4.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Чёрный,Левый,Не интересует,нет оценки,1,1,5,2,Оригинал,680000,81
139,Volkswagen Polo 1.6 AT,2019,V рестайлинг,130000,11.267396907216495,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Седан,Другой,Левый,Не интересует,нет оценки,0,1,5,2,Оригинал,1390000,110
140,ВАЗ (LADA) Vesta 1.6 MT,2017,I,79000,5.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серый,Левый,Возможен,соответствует,0,1,5,2,Другое,795000,106
141,Volkswagen Passat 2.0 AT,2005,B5 рестайлинг,326590,11.267396907216495,3,2.0 AT,2.0,Бензин,Автомат,Передний,Универсал,Чёрный,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,500000,115
142,Chevrolet Orlando 1.8 AT,2013,I,140200,14.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Minivan,Серебряный,Левый,Возможен,ниже,1,2,2,3,Другое,895000,141
143,Nissan Qashqai 2.0 CVT,2020,II рестайлинг,86450,11.0,2,2.0 CVT,2.0,Бензин,Вариатор,Передний,Внедорожник,Серый,Левый,Не интересует,ниже,0,2,5,4,Электронный,1450000,144
144,Lexus RX 3.5 AT,2012,III,175000,23.0,3,RX 350 3.5 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,выше,0,3,6,4,Дубликат,2350000,277
145,ВАЗ (LADA) 2111 1.6 MT,2008,I,150000,8.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Серый,Левый,Не интересует,выше,1,2,1,2,Оригинал,285000,89
146,Ford Mondeo 2.3 AT,2008,IV,186000,5.0,2,2.3 AT,2.3,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,2,5,2,Другое,850000,161
147,Honda CR-V 2.4 AT,2012,III рестайлинг,162500,7.0,4+,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,ниже,1,5,2,2,Другое,1295000,166
148,Nissan X-Trail 2.0 CVT,2014,II рестайлинг,92628,8.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Серый,Левый,Не интересует,выше,1,1,5,2,Оригинал,1590000,141
149,Honda Pilot 3.5 AT,2021,III рестайлинг,76000,4.0,1,3.5 V6 AT,3.5,Бензин,Автомат,Передний,Внедорожник,Синий,Левый,Возможен,нет оценки,1,1,5,1,Электронный,2650000,280
150,Mercedes-Benz CL-класс 5.0 AT,1994,C140,192384,15.0,4+,CL 500 5.0 AT,5.0,Бензин,Автомат,Задний,Купе,Красный,Левый,Возможен,соответствует,0,7,5,4,Оригинал,995000,320
151,Audi A6 3.0 AT,2019,C8,68000,11.267396907216495,1,50 TDI 3.0 quattro Tiptronic,3.0,Дизель,Автомат,Полный,Седан,Чёрный,Левый,Не интересует,выше,0,1,1,1,Оригинал,5950000,286
152,Ford Focus 2.0 AT,2011,II рестайлинг,185290,8.0,4+,2.0 AT,2.0,Бензин,Автомат,Передний,Хэтчбек,Красный,Левый,другое,выше,1,4,2,2,Оригинал,750000,145
153,ВАЗ (LADA) Kalina 1.6 MT,2007,I,127000,11.267396907216495,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Красный,Левый,Не интересует,ниже,1,2,1,2,Оригинал,190000,81
154,Volkswagen Passat CC 2.0 AMT,2012,B6 рестайлинг,152000,11.0,2,2.0 TDI DSG,2.0,Дизель,Робот,Передний,Седан,Белый,Левый,другое,выше,1,2,5,2,Другое,1349000,170
155,Chevrolet Cobalt 1.5 AT,2013,II,138300,4.0,1,1.5 AT,1.5,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,1,5,1,Оригинал,575000,105
156,BMW 1 серия 1.6 AT,2013,F20/F21,155000,9.0,3,116i 1.6 Steptronic,1.6,Бензин,Автомат,Задний,Хэтчбек,Белый,Левый,Не интересует,выше,1,3,5,1,Оригинал,1150000,136
157,Volkswagen Touareg 3.0 AT,2019,III,98500,2.0,1,3.0 TDI AT,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,нет оценки,1,2,5,1,Электронный,5690000,286
158,Kia Sportage 2.0 AT,2013,III,169306,4.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Серый,Левый,Возможен,ниже,1,2,5,2,Другое,1134000,150
159,Daewoo Matiz 0.8 MT,2007,I рестайлинг,150000,10.0,2,0.8 MT,0.8,Бензин,Механика,Передний,Хэтчбек,Красный,Левый,Не интересует,выше,0,2,1,2,Оригинал,200000,52
160,Kia Ceed 1.6 AT,2014,JD,107635,15.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,0,4,5,2,Дубликат,1350000,129
161,Mazda 3 1.5 AT,2015,BM,101000,33.0,2,1.5 AT,1.5,Бензин,Автомат,Передний,Седан,Коричневый,Левый,Возможен,соответствует,0,2,18,4,Другое,999000,120
162,Volkswagen Tiguan 1.4 AMT,2017,II,110000,16.0,2,1.4 TSI DSG,1.4,Бензин,Робот,Передний,Внедорожник,Белый,Левый,Не интересует,соответствует,0,2,4,4,Оригинал,1689000,125
163,Dodge Ram 5.7 AT,2023,V,60,11.267396907216495,1,5.7 4WD AT,5.7,Бензин,Автомат,Полный,Пикап,Чёрный,Левый,Не интересует,нет оценки,1,1,5,2,Электронный,10300000,395
164,Jaguar F-Pace 2.0 AT,2017,I,57000,7.0,2,2.0 AT,2.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Не интересует,ниже,0,2,12,2,Оригинал,1490000,180
165,Volkswagen Jetta 1.6 AT,2012,VI,71260,11.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,соответствует,1,1,2,3,Оригинал,1170000,105
166,Citroen C4 1.6 AT,2006,I,160000,8.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Не интересует,выше,0,2,3,1,Оригинал,395000,109
167,Skoda Octavia 1.4 MT,2005,I рестайлинг,373000,7.0,4+,1.4 MPI MT,1.4,Бензин,Механика,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,0,4,5,4,Дубликат,565000,75
168,Renault Kaptur 1.6 CVT,2019,I,118000,8.0,2,1.6 CVT,1.6,Бензин,Вариатор,Передний,Внедорожник,Другой,Левый,Не интересует,ниже,0,2,2,1,Оригинал,795000,114
169,Nissan Qashqai 1.6 MT,2011,I рестайлинг,74831,6.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Внедорожник,Другой,Левый,Не интересует,нет оценки,0,1,5,1,Оригинал,775000,114
170,Daewoo Matiz 0.8 MT,2010,I рестайлинг,118540,14.0,3,0.8 MT,0.8,Бензин,Механика,Передний,Хэтчбек,Серебряный,Левый,Не интересует,соответствует,0,2,5,3,Оригинал,165000,52
171,Hyundai Accent 1.5 MT,2006,II,100000,3.0,1,1.5 MT ТагАЗ,1.5,Бензин,Механика,Передний,Седан,Чёрный,Левый,Не интересует,ниже,1,1,5,2,Оригинал,190000,102
172,Mercedes-Benz C-класс 2.0 AT,2017,W205/S205/C205/A205,170000,11.267396907216495,2,C 200 2.0 4MATIC 7G-Tronic,2.0,Бензин,Автомат,Полный,Седан,Чёрный,Левый,Не интересует,выше,0,2,5,2,Оригинал,3500000,184
173,Chevrolet TrailBlazer 2.8 AT,2014,II,138144,30.0,2,2.8 D 4WD AT,2.8,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,1,2,31,1,Другое,1399000,180
174,Mazda 323 1.5 AT,1999,BA,160000,11.0,3,1.5 AT,1.5,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Возможен,выше,0,2,5,5,Оригинал,230000,88
175,BMW X5 3.0 AT,2017,F15,133500,32.0,3,30d 3.0 xDrive Steptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,выше,0,2,14,4,Оригинал,4200000,249
176,Chevrolet Groove 1.5 AT,2022,I,10,3.0,1,1.5 AT,1.5,Бензин,Автомат,Передний,Внедорожник,Серый,Левый,Не интересует,нет оценки,1,2,5,2,Электронный,2200000,110
177,Skoda Roomster 1.4 MT,2007,I,198255,6.0,4+,1.4 MT,1.4,Бензин,Механика,Передний,Minivan,Белый,Левый,Не интересует,соответствует,1,6,5,2,Дубликат,499000,86
178,Toyota Camry 2.5 AT,2021,XV70 рестайлинг,17000,4.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Коричневый,Левый,Возможен,выше,1,1,3,1,Электронный,3920000,200
179,Mercedes-Benz S-класс 4.7 AT,2016,W222/C217/A217,111558,3.0,1,S 500 4.7 4MATIC 9G-Tronic,4.7,Бензин,Автомат,Полный,Седан,Белый,Левый,Возможен,соответствует,1,1,2,2,Другое,3499000,455
180,Genesis G80 2.0 AT,2018,I,89000,2.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Седан,Синий,Левый,Возможен,выше,0,1,2,1,Оригинал,2890000,245
181,Kia Sportage 2.0 AT,2013,III,107999,14.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,ниже,1,2,12,2,Оригинал,1099000,150
182,BMW M4 3.0 AMT,2017,F82/F83,50500,11.0,3,3.0 Drivelogic,3.0,Бензин,Робот,Задний,Купе,Другой,Левый,Не интересует,соответствует,0,3,17,2,Оригинал,5250000,431
183,Kia Optima 2.4 AT,2019,IV рестайлинг,86000,6.0,1,2.4 GDI AT,2.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,ниже,0,1,4,2,Оригинал,1320000,188
184,Kia Sportage 2.0 AT,2013,III,149300,7.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Серый,Левый,Не интересует,соответствует,1,2,5,1,Оригинал,1080000,150
185,Bentley Continental GT 6.0 AT,2004,I,148800,25.0,4+,6.0 AT,6.0,Бензин,Автомат,Полный,Купе,Чёрный,Левый,Возможен,ниже,0,9,6,6,Другое,1450000,560
186,Kia Rio 1.6 AT,2016,III рестайлинг,129800,7.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серый,Левый,Не интересует,ниже,0,2,5,3,Оригинал,799000,123
187,Ford Explorer 4.6 AT,2008,IV,248762,43.0,4+,4.6 4WD AT,4.6,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Не интересует,выше,0,8,28,3,Оригинал,1439000,295
188,Kia Rio X-Line 1.6 AT,2019,I,104727,7.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Бежевый,Левый,Не интересует,соответствует,0,2,2,1,Оригинал,1350000,123
189,Peugeot Boxer 2.2 MT,2007,II,188000,7.0,3,2.2 HDi MT,2.2,Дизель,Механика,Передний,Van,Белый,Левый,Не интересует,выше,0,2,5,1,Оригинал,745000,120
190,Land Rover Range Rover 5.0 AT,2013,IV,170500,31.0,2,5.0 AT,5.0,Бензин,Автомат,Полный,Внедорожник,Другой,Левый,Не интересует,соответствует,0,2,45,1,Оригинал,3850000,510
191,Kia Sportage 2.0 AT,2013,III,145000,5.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Коричневый,Левый,Не интересует,ниже,1,2,9,2,Оригинал,1099000,150
192,Hyundai Elantra 1.6 AT,2015,V рестайлинг,117000,6.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,выше,1,2,5,1,Оригинал,1250000,132
193,Kia Optima 2.4 AT,2014,III рестайлинг,140225,16.0,2,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,0,2,9,2,Другое,1295000,180
194,Mazda 3 1.6 AT,2008,BK рестайлинг,232500,17.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Красный,Левый,Не интересует,выше,1,2,15,2,Оригинал,750000,105
195,Volkswagen Touareg 3.0 AT,2013,II,146000,4.0,3,3.0 TDI 4Motion AT,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,ниже,0,3,1,2,Оригинал,1400000,204
